d,t
6.189201112075878,-4.600545381780212
17.39593095199067,-4.299391375670532
28.859277717397582,-4.02086126244722
40.09753818088846,-3.709018670583481
50.67008984624749,-3.4334589766483337
61.92558078646174,-3.3269600608744114
72.24414766568474,-2.846764493362921
82.79921292256132,-2.837185886768158
94.96987372321658,-2.461800163910509
116.59412682414114,-2.0193089056680185
127.6860732638321,-1.9209377003363235
139.45648122849173,-1.5982185335340695
149.8045197477119,-1.4001286864413656
160.4792949881703,-0.9808125053127874
181.7517560699008,-0.9917729938138091
194.25209227989728,-0.8697037614034562
204.29527917596843,-0.683798580056612
215.43386415660277,-0.5862364272535343
226.69382106624988,-0.6738503133503961
237.27981748301417,-0.5697268134326796
247.97089447085665,-0.47931507240063187
260.17897873063873,-0.38383301798150615
270.53255052206987,-0.48711745596965006
281.47745046965036,-0.4742851563527779
290.9148188896378,-0.21167172836076897
