t,d
-23.998054647442498,16.218139247289688
-24.029533844695226,18.077285194709674
-24.09553314075347,20.44925233141073
-24.15852958616469,22.81580710727502
-24.36389508096916,34.9016088557141
-24.723425405955602,64.38815069427055
-24.86409009186123,81.31395612096378
-24.97327558051413,96.38061560023712
-25.03293940076165,110.45681304638724
-25.10304978009747,126.80484895375857
-25.14015416958655,142.19219081260874
-25.16674858181103,157.56058940853038
-25.206424578348397,188.27303097660828
-25.237168124756238,216.2657612242243
-25.257604632063604,237.03028357437518
-25.42991498793469,409.9213850529699
