d,t
10.561056105610646,-6.728531855955678
30.36303630363045,-4.925207756232687
51.48514851485157,-3.9556786703601103
69.96699669967009,-4.130193905817174
89.76897689768987,-4.149584487534626
110.89108910891099,-4.304709141274238
130.6930693069308,-4.304709141274238
151.81518151815192,-4.4792243767313025
171.61716171617172,-4.537396121883657
191.41914191419147,-4.692520775623269
212.54125412541265,-4.731301939058172
250.82508250825094,-4.905817174515236
270.6270627062707,-4.867036011080333
291.7491749174918,-4.944598337950139
327.39273927392753,-4.808864265927978
370.95709570957104,-4.556786703601109
396.0396039603961,-4.149584487534626
477.88778877887796,-2.481994459833796
518.8118811881192,-1.6288088642659275
553.1353135313532,-0.9695290858725762
575.5775577557757,-0.7174515235457068
591.4191419141922,-0.6204986149584535
611.2211221122114,-0.6980609418282562
636.3036303630365,-0.6204986149584535
667.986798679868,-0.6398891966759042
690.4290429042912,-0.6398891966759042
