  
U.S. Geological Survey 
Processed Temperature Log (denoised, deconvolved) 
       07-Feb-2021 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   NGRIP-2 
  File name:   NGRIP-2_03MAY24_c_d 
  Log date:    24-MAY-2003 
  
Contact Information: 
1585.00 -31.9057
1590.00 -31.8869
1595.00 -31.8678
1600.00 -31.8478
1605.00 -31.8278
1610.00 -31.8070
1615.00 -31.7865
1620.00 -31.7654
1625.00 -31.7432
1630.00 -31.7202
1635.00 -31.6972
1640.00 -31.6742
1645.00 -31.6504
1650.00 -31.6266
1655.00 -31.6015
1660.00 -31.5755
1665.00 -31.5493
1670.00 -31.5220
1675.00 -31.4972
1680.00 -31.4687
1685.00 -31.4413
1690.00 -31.4133
1695.00 -31.3851
1700.00 -31.3551
1705.00 -31.3250
1710.00 -31.2953
1715.00 -31.2628
1720.00 -31.2331
1725.00 -31.2007
1730.00 -31.1687
1735.00 -31.1362
1740.00 -31.1018
1745.00 -31.0677
1750.00 -31.0323
1755.00 -30.9974
1760.00 -30.9614
1765.00 -30.9283
1770.00 -30.8888
1775.00 -30.8525
1780.00 -30.8135
1785.00 -30.7747
1790.00 -30.7388
1795.00 -30.6932
1800.00 -30.6550
1805.00 -30.6165
1810.00 -30.5761
1815.00 -30.5358
1820.00 -30.4948
1825.00 -30.4506
1830.00 -30.4038
1835.00 -30.3595
1840.00 -30.3155
1845.00 -30.2681
1850.00 -30.2216
1855.00 -30.1722
1860.00 -30.1263
1865.00 -30.0786
1870.00 -30.0337
1875.00 -29.9794
1880.00 -29.9313
1885.00 -29.8820
1890.00 -29.8319
1895.00 -29.7830
1900.00 -29.7289
1905.00 -29.6744
1910.00 -29.6206
1915.00 -29.5702
1920.00 -29.5185
1925.00 -29.4646
1930.00 -29.4103
1935.00 -29.3550
1940.00 -29.2985
1945.00 -29.2380
1950.00 -29.1734
1955.00 -29.1179
1960.00 -29.0620
1965.00 -29.0035
1970.00 -28.9435
1975.00 -28.8827
1980.00 -28.8191
1985.00 -28.7576
1990.00 -28.6971
1995.00 -28.6310
2000.00 -28.5618
2005.00 -28.5035
2010.00 -28.4346
2015.00 -28.3700
2020.00 -28.3039
2025.00 -28.2366
2030.00 -28.1661
2035.00 -28.0976
2040.00 -28.0300
2045.00 -27.9580
2050.00 -27.8891
2055.00 -27.8130
2060.00 -27.7438
2065.00 -27.6730
2070.00 -27.5989
2075.00 -27.5234
2080.00 -27.4504
2085.00 -27.3737
2090.00 -27.2978
2095.00 -27.2264
2100.00 -27.1469
2105.00 -27.0727
2110.00 -26.9851
2115.00 -26.9134
2120.00 -26.8313
2125.00 -26.7518
2130.00 -26.6726
2135.00 -26.5887
2140.00 -26.5091
2145.00 -26.4242
2150.00 -26.3356
2155.00 -26.2523
2160.00 -26.1669
2165.00 -26.0896
2170.00 -26.0028
2175.00 -25.9093
2180.00 -25.8308
2185.00 -25.7391
2190.00 -25.6506
2195.00 -25.5658
2200.00 -25.4709
2205.00 -25.3813
2210.00 -25.2889
2215.00 -25.1977
2220.00 -25.1066
2225.00 -25.0157
2230.00 -24.9264
2235.00 -24.8280
2240.00 -24.7374
2245.00 -24.6415
2250.00 -24.5453
2255.00 -24.4459
2260.00 -24.3504
2265.00 -24.2543
2270.00 -24.1558
2275.00 -24.0547
2280.00 -23.9525
2285.00 -23.8608
2290.00 -23.7566
2295.00 -23.6445
2300.00 -23.5378
2305.00 -23.4406
2310.00 -23.3395
2315.00 -23.2420
2320.00 -23.1410
2325.00 -23.0349
2330.00 -22.9295
2335.00 -22.8230
2340.00 -22.7141
2345.00 -22.6117
2350.00 -22.5076
2355.00 -22.3950
2360.00 -22.2841
2365.00 -22.1779
2370.00 -22.0659
2375.00 -21.9554
2380.00 -21.8472
2385.00 -21.7321
2390.00 -21.6232
2395.00 -21.5075
2400.00 -21.3933
2405.00 -21.2783
2410.00 -21.1693
2415.00 -21.0544
2420.00 -20.9390
2425.00 -20.8260
2430.00 -20.7064
2435.00 -20.5905
2440.00 -20.4752
2445.00 -20.3573
2450.00 -20.2371
2455.00 -20.1201
2460.00 -20.0077
2465.00 -19.8815
2470.00 -19.7634
2475.00 -19.6360
2480.00 -19.5183
2485.00 -19.3963
2490.00 -19.2743
2495.00 -19.1573
2500.00 -19.0283
2505.00 -18.9125
2510.00 -18.7854
2515.00 -18.6534
2520.00 -18.5357
2525.00 -18.4080
2530.00 -18.2792
2535.00 -18.1558
2540.00 -18.0311
2545.00 -17.8922
2550.00 -17.7740
2555.00 -17.6483
2560.00 -17.5228
2565.00 -17.3844
2570.00 -17.2624
2575.00 -17.1340
2580.00 -16.9993
2585.00 -16.8704
2590.00 -16.7393
2595.00 -16.6116
2600.00 -16.4775
2605.00 -16.3486
2610.00 -16.2112
2615.00 -16.0841
2620.00 -15.9509
2625.00 -15.8136
2630.00 -15.6835
2635.00 -15.5495
2640.00 -15.4134
2645.00 -15.2714
2650.00 -15.1418
2655.00 -15.0049
2660.00 -14.8700
2665.00 -14.7341
2670.00 -14.5842
2675.00 -14.4583
2680.00 -14.3223
2685.00 -14.1824
2690.00 -14.0375
2695.00 -13.9105
2700.00 -13.7664
2705.00 -13.6170
2710.00 -13.4923
2715.00 -13.3401
2720.00 -13.2111
2725.00 -13.0740
2730.00 -12.9255
2735.00 -12.7842
2740.00 -12.6487
2745.00 -12.5038
2750.00 -12.3623
2755.00 -12.2288
2760.00 -12.0772
2765.00 -11.9354
2770.00 -11.7951
2775.00 -11.6530
2780.00 -11.5113
2785.00 -11.3661
2790.00 -11.2141
2795.00 -11.0617
2800.00 -10.9387
2805.00 -10.7877
2810.00 -10.6475
2815.00 -10.5006
2820.00 -10.3499
2825.00 -10.2097
2830.00 -10.0619
2835.00 -9.9081
2840.00 -9.7730
2845.00 -9.6194
2850.00 -9.4731
2855.00 -9.3195
2860.00 -9.1814
2865.00 -9.0313
2870.00 -8.8860
2875.00 -8.7188
2880.00 -8.5807
2885.00 -8.4335
2890.00 -8.2921
2895.00 -8.1337
2900.00 -7.9790
2905.00 -7.8055
2910.00 -7.6475
2915.00 -7.5266
2920.00 -7.4038
2925.00 -7.2709
2930.00 -7.0800
2935.00 -6.9397
2940.00 -6.7885
2945.00 -6.6250
2950.00 -6.4744
2955.00 -6.3180
2960.00 -6.1571
2965.00 -6.0169
2970.00 -5.8588
2975.00 -5.6975
2980.00 -5.5464
2985.00 -5.4004
2990.00 -5.2592
2992.47 -5.1067
