d,t
20.037095736514736,-26.89954377896689
30.30109811492225,-27.06859755505569
40.56471214666392,-27.196214741898338
50.26561185958935,-27.282214111050745
60.38864439829341,-27.40978599078237
70.51115914144303,-27.482109084852446
80.77412592874161,-27.54066528961815
90.61508933915016,-27.57146118022005
100.315859603187,-27.643648352957047
110.71901953685732,-27.66081327558762
120.55972404948864,-27.66398477335873
130.82217304123276,-27.667292192462888
140.52242550971508,-27.684230579538358
150.36313002234647,-27.68740207730947
