t,d
-21.04475773923895,10.31245957660235
-20.741990516218138,31.705599473619372
-20.472460300915362,47.4891953896892
-20.252136184144792,61.85092727960421
-20.029449353392643,77.09838650409216
-19.849838835287336,90.36321206112441
-19.668216775206254,102.73857455316917
-19.460768328043827,116.0045809376416
-19.335938370231567,124.6243604632196
-19.130567047593104,136.6961323691033
-18.96507357983398,148.55667994280637
-18.762926526273734,161.32424097180973
-18.591270211409864,173.36495959371754
-18.422722122680675,186.1664059151088
-18.22492620559504,199.60903492139872
-17.997257090450212,212.60594184309434
-17.810471387755104,225.12356346054548
-17.672763619734916,236.8233082706767
-17.460491221000193,248.72960064032185
-17.24866378159502,261.79607281139016
-17.083817539787187,274.2052484645607
-16.849262546388548,287.7811052076686
-16.633969442805153,302.6953343436579
-16.436823571848844,316.20576895567876
-16.23422875200065,328.50782347987075
-16.00293551069085,344.29316287178517
