  
U.S. Geological Survey 
Processed Temperature Log (denoised, deconvolved) 
       16-Feb-2021 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   GRIP-D 
  File name:   GRIP-D-2_95JUL07_c_d 
  Log date:    07-JUL-1995 
  
Contact Information: 
1545.00 -32.3467
1550.00 -32.3406
1555.00 -32.3345
1560.00 -32.3277
1565.00 -32.3207
1570.00 -32.3135
1575.00 -32.3052
1580.00 -32.2976
1585.00 -32.2889
1590.00 -32.2801
1595.00 -32.2707
1600.00 -32.2611
1605.00 -32.2509
1610.00 -32.2400
1615.00 -32.2300
1620.00 -32.2185
1625.00 -32.2061
1630.00 -32.1952
1635.00 -32.1820
1640.00 -32.1689
1645.00 -32.1554
1650.00 -32.1416
1655.00 -32.1261
1660.00 -32.1120
1665.00 -32.0972
1670.00 -32.0802
1675.00 -32.0645
1680.00 -32.0488
1685.00 -32.0313
1690.00 -32.0136
1695.00 -31.9960
1700.00 -31.9766
1705.00 -31.9583
1710.00 -31.9360
1715.00 -31.9190
1720.00 -31.8996
1725.00 -31.8767
1730.00 -31.8575
1735.00 -31.8340
1740.00 -31.8129
1745.00 -31.7894
1750.00 -31.7644
1755.00 -31.7408
1760.00 -31.7158
1765.00 -31.6932
1770.00 -31.6658
1775.00 -31.6409
1780.00 -31.6154
1785.00 -31.5895
1790.00 -31.5586
1795.00 -31.5290
1800.00 -31.5044
1805.00 -31.4732
1810.00 -31.4447
1815.00 -31.4123
1820.00 -31.3779
1825.00 -31.3496
1830.00 -31.3186
1835.00 -31.2861
1840.00 -31.2544
1845.00 -31.2226
1850.00 -31.1883
1855.00 -31.1496
1860.00 -31.1168
1865.00 -31.0799
1870.00 -31.0464
1875.00 -31.0034
1880.00 -30.9708
1885.00 -30.9299
1890.00 -30.8943
1895.00 -30.8533
1900.00 -30.8110
1905.00 -30.7719
1910.00 -30.7297
1915.00 -30.6902
1920.00 -30.6510
1925.00 -30.6034
1930.00 -30.5630
1935.00 -30.5171
1940.00 -30.4709
1945.00 -30.4283
1950.00 -30.3838
1955.00 -30.3349
1960.00 -30.2907
1965.00 -30.2439
1970.00 -30.1867
1975.00 -30.1436
1980.00 -30.0928
1985.00 -30.0440
1990.00 -29.9991
1995.00 -29.9453
2000.00 -29.8878
2005.00 -29.8398
2010.00 -29.7870
2015.00 -29.7311
2020.00 -29.6769
2025.00 -29.6279
2030.00 -29.5673
2035.00 -29.5086
2040.00 -29.4552
2045.00 -29.3988
2050.00 -29.3402
2055.00 -29.2774
2060.00 -29.2186
2065.00 -29.1637
2070.00 -29.0981
2075.00 -29.0404
2080.00 -28.9793
2085.00 -28.9143
2090.00 -28.8506
2095.00 -28.7861
2100.00 -28.7260
2105.00 -28.6600
2110.00 -28.5962
2115.00 -28.5329
2120.00 -28.4702
2125.00 -28.4140
2130.00 -28.3317
2135.00 -28.2333
2140.00 -28.1873
2145.00 -28.1153
2150.00 -28.0476
2155.00 -27.9804
2160.00 -27.9093
2165.00 -27.8372
2170.00 -27.7629
2175.00 -27.6903
2180.00 -27.6229
2185.00 -27.5503
2190.00 -27.4609
2195.00 -27.3977
2200.00 -27.2880
2205.00 -27.2298
2210.00 -27.1602
2215.00 -27.0774
2220.00 -26.9991
2225.00 -26.9322
2230.00 -26.8459
2235.00 -26.7630
2240.00 -26.6884
2245.00 -26.6061
2250.00 -26.5441
2255.00 -26.4178
2260.00 -26.3486
2265.00 -26.2650
2270.00 -26.1927
2275.00 -26.1297
2280.00 -25.9935
2285.00 -25.9198
2290.00 -25.8437
2295.00 -25.7576
2300.00 -25.6791
2305.00 -25.5926
2310.00 -25.4653
2315.00 -25.3898
2320.00 -25.3073
2325.00 -25.2146
2330.00 -25.1272
2335.00 -25.0391
2340.00 -24.9542
2345.00 -24.8610
2350.00 -24.7774
2355.00 -24.6515
2360.00 -24.5614
2365.00 -24.4620
2370.00 -24.3792
2375.00 -24.2928
2380.00 -24.2110
2385.00 -24.0432
2390.00 -23.9715
2395.00 -23.8924
2400.00 -23.7996
2405.00 -23.7035
2410.00 -23.6041
2415.00 -23.5346
2420.00 -23.3638
2425.00 -23.2859
2430.00 -23.1904
2435.00 -23.0907
2440.00 -22.9894
2445.00 -22.9237
2450.00 -22.7461
2455.00 -22.6641
2460.00 -22.5690
2465.00 -22.4666
2470.00 -22.3680
2475.00 -22.2919
2480.00 -22.0998
2485.00 -22.0374
2490.00 -21.9294
2495.00 -21.8234
2500.00 -21.7211
2505.00 -21.6272
2510.00 -21.5436
2515.00 -21.3685
2520.00 -21.2742
2525.00 -21.1679
2530.00 -21.0651
2535.00 -20.9706
2540.00 -20.7907
2545.00 -20.7094
2550.00 -20.6115
2555.00 -20.5055
2560.00 -20.3958
2565.00 -20.2791
2570.00 -20.1692
2575.00 -20.0539
2580.00 -19.9869
2585.00 -19.7904
2590.00 -19.6998
2595.00 -19.5883
2600.00 -19.4764
2605.00 -19.3522
2610.00 -19.2558
2615.00 -19.1791
2620.00 -18.9908
2625.00 -18.8892
2630.00 -18.7832
2635.00 -18.6762
2640.00 -18.5236
2645.00 -18.4261
2650.00 -18.3070
2655.00 -18.1940
2660.00 -18.0137
2665.00 -17.9318
2670.00 -17.8157
2675.00 -17.6998
2680.00 -17.5839
2685.00 -17.4669
2690.00 -17.3404
2695.00 -17.2508
2700.00 -17.0457
2705.00 -16.9616
2710.00 -16.8458
2715.00 -16.7292
2720.00 -16.6092
2725.00 -16.4995
2730.00 -16.3583
2735.00 -16.2411
2740.00 -16.1655
2745.00 -15.9595
2750.00 -15.8620
2755.00 -15.7391
2760.00 -15.6172
2765.00 -15.5060
2770.00 -15.3406
2775.00 -15.2346
2780.00 -15.1116
2785.00 -15.0158
2790.00 -14.8204
2795.00 -14.7200
2800.00 -14.6205
2805.00 -14.4534
2810.00 -14.3359
2815.00 -14.2124
2820.00 -14.1030
2825.00 -13.9675
2830.00 -13.8219
2835.00 -13.7082
2840.00 -13.5932
2845.00 -13.3990
2850.00 -13.3051
2855.00 -13.1908
2860.00 -13.0945
2865.00 -12.8955
2870.00 -12.7986
2875.00 -12.6866
2880.00 -12.4925
2885.00 -12.3988
2890.00 -12.2840
2895.00 -12.1768
2900.00 -11.9764
2905.00 -11.8602
2910.00 -11.7493
2915.00 -11.6358
2920.00 -11.4454
2925.00 -11.3763
2930.00 -11.2075
2935.00 -11.1011
2940.00 -10.9118
2945.00 -10.8191
2950.00 -10.7257
2955.00 -10.5010
2960.00 -10.4565
2965.00 -10.2542
2970.00 -10.1471
2975.00 -10.0599
2980.00 -9.8615
2985.00 -9.7577
2990.00 -9.6111
2995.00 -9.4457
3000.00 -9.3471
3005.00 -9.2184
3010.00 -9.0262
3015.00 -8.9272
3020.00 -8.8120
3025.00 -8.6787
3028.57 -8.5687
