  
U.S. Geological Survey 
Processed Temperature Log (denoised, deconvolved) 
       19-Jan-2018 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   NEEM-D 
  File name:   NEEM-D_11MAY27b_c_d 
  Log date:    27-MAY-2011 
  
Contact Information: 
1585.00 -25.6701
1590.00 -25.6170
1595.00 -25.5398
1600.00 -25.4536
1605.00 -25.3360
1610.00 -25.1242
1615.00 -24.9862
1620.00 -24.9747
1625.00 -24.9064
1630.00 -24.9038
1635.00 -24.8675
1640.00 -24.8217
1645.00 -24.7883
1650.00 -24.7684
1655.00 -24.7402
1660.00 -24.6903
1665.00 -24.6219
1670.00 -24.5544
1675.00 -24.4930
1680.00 -24.3623
1685.00 -24.0480
1690.00 -23.9653
1695.00 -23.8895
1700.00 -23.4766
1705.00 -23.3906
1710.00 -23.3815
1715.00 -23.3749
1720.00 -23.3600
1725.00 -23.3539
1730.00 -23.3308
1735.00 -23.2968
1740.00 -23.2622
1745.00 -23.2306
1750.00 -23.1953
1755.00 -23.1584
1760.00 -23.1155
1765.00 -23.0549
1770.00 -22.9853
1775.00 -22.9099
1780.00 -22.8274
1785.00 -22.7418
1790.00 -22.7009
1795.00 -22.6099
1800.00 -22.4792
1805.00 -21.8201
1810.00 -21.7105
1815.00 -21.6899
1820.00 -21.6613
1825.00 -21.5965
1830.00 -21.5050
1835.00 -21.4754
1840.00 -21.4889
1845.00 -21.4225
1850.00 -21.3207
1855.00 -20.9121
1860.00 -20.8410
1865.00 -20.7797
1870.00 -20.7009
1875.00 -20.5846
1880.00 -19.9208
1885.00 -19.8435
1890.00 -19.7982
1895.00 -19.7490
1900.00 -19.7291
1905.00 -19.7263
1910.00 -19.7169
1915.00 -19.7002
1920.00 -19.6758
1925.00 -19.6431
1930.00 -19.5966
1935.00 -19.5506
1940.00 -19.5147
1945.00 -19.4922
1950.00 -19.4776
1955.00 -19.4710
1960.00 -19.3272
1965.00 -19.2800
1970.00 -19.2561
1975.00 -18.0156
1980.00 -17.9270
1985.00 -17.8761
1990.00 -17.7831
1995.00 -17.8241
2000.00 -17.8231
2005.00 -17.7912
2010.00 -17.7746
2015.00 -17.7267
2020.00 -17.6483
2025.00 -17.5630
2030.00 -17.0455
2035.00 -16.9081
2040.00 -16.7469
2045.00 -16.6041
2050.00 -16.4841
2055.00 -16.3720
2060.00 -16.2120
2065.00 -16.0626
2070.00 -15.9564
2075.00 -15.8504
2080.00 -15.7217
2085.00 -15.5826
2090.00 -15.4417
2095.00 -15.3019
2100.00 -15.1691
2105.00 -15.0519
2110.00 -14.9366
2115.00 -14.8178
2120.00 -14.6908
2125.00 -14.5442
2130.00 -14.3832
2135.00 -14.2182
2140.00 -14.0552
2145.00 -13.8956
2150.00 -13.7426
2155.00 -13.5982
2160.00 -13.4594
2165.00 -13.3339
2170.00 -13.2272
2175.00 -13.1379
2180.00 -13.0584
2185.00 -12.9849
2190.00 -12.9165
2195.00 -12.8476
2200.00 -12.7705
2205.00 -12.7082
2210.00 -12.6351
2215.00 -12.4478
2220.00 -12.4366
2225.00 -12.2387
2230.00 -12.1354
2235.00 -11.9544
2240.00 -11.8675
2245.00 -11.7726
2250.00 -11.6004
2255.00 -11.3942
2260.00 -11.2881
2265.00 -11.1719
2270.00 -10.9311
2275.00 -10.8438
2280.00 -10.6549
2285.00 -10.5093
2290.00 -10.3482
2295.00 -10.1927
2300.00 -10.0398
2305.00 -9.8922
2310.00 -9.7495
2315.00 -9.6081
2320.00 -9.4689
2325.00 -9.3295
2330.00 -9.1869
2335.00 -9.0445
2340.00 -8.9015
2345.00 -8.7596
2350.00 -8.6182
2355.00 -8.4777
2360.00 -8.3373
2365.00 -8.1963
2370.00 -8.0541
2375.00 -7.9103
2380.00 -7.7665
2385.00 -7.6220
2390.00 -7.4778
2395.00 -7.3318
2400.00 -7.1840
2405.00 -7.0367
2410.00 -6.8911
2415.00 -6.7505
2420.00 -6.6151
2425.00 -6.4817
2430.00 -6.3486
2435.00 -6.2141
2440.00 -6.0725
2445.00 -5.9276
2450.00 -5.7800
2455.00 -5.6324
2460.00 -5.4866
2465.00 -5.3429
2470.00 -5.1987
2475.00 -5.0545
2480.00 -4.9090
2485.00 -4.7630
2490.00 -4.6166
2495.00 -4.4753
2500.00 -4.3357
2505.00 -4.1913
2510.00 -4.0485
2515.00 -3.9197
2520.00 -3.8099
2525.00 -3.7191
2530.00 -3.6508
2534.50 -3.6054
