t,d
-23.15422719878529, 8.805974024346284
-23.03610395633183, 13.051749869512982
-23.002101222146724, 20.27665942385154
-23.0017252045491, 29.20331719143504
-23.03501171473873, 38.98156528963655
-23.026175301194577, 48.758022827849274
-22.97516224711698, 59.807926630013824
-22.915849947491836, 67.88191973098621
-22.847987723920717, 78.93110730915535
-22.76331214205587, 89.12942078070208
-22.644974032403766, 98.47614392163064
-22.50130845171173, 109.09702955050679
-22.3745099461131, 119.29355246206472
-22.214013101527442, 129.48864292563175
-22.03670289864804, 138.8328592825763
-21.867799374915514, 148.60251269283208
-21.673586285742935, 159.22124964972159
-21.471002328623268, 168.56439167067302
-21.276771333850807, 179.60820756887603
-21.057302396037855, 189.80079124845898
-20.854700533318297, 199.56901221072366
-20.618364520411937, 210.18595860762463
-20.390506809052, 219.52802629258267
-19.917870594439062, 239.9117612037575
-20.16261328649227, 229.7202518601685
-19.673127902385836, 250.1032705473471
-19.42836730473272, 260.7198588322501
-19.18364251827938, 270.4862892345264
-18.922068562332523, 280.2520034128071
-18.652087927238796, 289.5922805377766
-18.41580563113211, 298.9339901107371
