d,t
100.04623350066558,-24.555442501356687
129.42548676967104,-24.608495962385437
204.54042687430263,-24.560412360206392
276.24337501081624,-24.41030339128199
327.69872719232785,-24.274768487154716
355.5262978613154,-24.195532497591984
402.0584241667905,-24.045768230464
446.0301304534024,-23.942226320276394
497.00150668268657,-23.810951839583364
565.4020322716999,-23.50906688264421
610.87203156386,-23.298455053577708
649.6246223702675,-23.10781838431127
700.0543646031074,-22.776135483723728
741.0042993610443,-22.480754428718246
805.2453122305394,-21.954168512370373
851.5988606002139,-21.508518894021805
893.0919512917055,-21.028439450466998
936.8233793072908,-20.515144468638745
978.6106458658471,-19.966150171920845
1015.0018695184299,-19.503765573381802
1050.3866961424135,-18.90504681597589
1091.3392070232578,-18.223284396129365
1131.9798022359603,-17.541468621436017
1178.8922147809603,-16.743131212168954
1212.4402046925559,-16.14409825399843
1252.4723642267952,-15.445379194186417
1292.7240496667857,-14.771531298665167
1330.1106725430632,-14.047526092420453
1369.712039639671,-13.34873334325305
1386.4020031548606,-13.038593754576848
